year_month,product,region,revenue,cost,profit
2017-06,Technology,East,303.926,283.5247,20.401299999999996
2017-06,Technology,South,892.3359999999999,823.4604999999999,68.8755
2017-06,Technology,West,2077.826,1533.2103,544.6157
2017-07,Furniture,Central,858.4780000000001,1175.5204,-317.0424
2017-07,Furniture,East,528.558,636.2276,-107.6696
2017-07,Furniture,South,282.07,244.7155,37.3545
2017-07,Furniture,West,1157.576,835.4666,322.1094
2017-07,Office Supplies,Central,1772.292,1626.6695,145.6225
2017-07,Office Supplies,East,996.0699999999999,684.3448,311.72520000000003
2017-07,Office Supplies,South,51.461999999999996,39.0132,12.448799999999999
2017-07,Office Supplies,West,1356.834,805.9732,550.8608
2017-07,Technology,Central,845.06,709.9222,135.1378
2017-07,Technology,East,2272.064,1958.7767000000001,313.28729999999996
2017-07,Technology,South,311.97,236.9181,75.0519
2017-07,Technology,West,5560.374,4318.5616,1241.8123999999998
2017-08,Furniture,Central,304.672,315.8734,-11.2014
2017-08,Furniture,East,1779.9,1406.121,373.779
2017-08,Furniture,South,161.14000000000001,130.42960000000002,30.7104
2017-08,Furniture,West,437.81399999999996,365.4634,72.3506
2017-08,Office Supplies,Central,982.1899999999999,716.6164,265.5736
2017-08,Office Supplies,East,718.98,503.6236,215.35639999999998
2017-08,Office Supplies,South,512.006,278.7642,233.24179999999998
2017-08,Office Supplies,West,3107.462,2126.3529,981.1091
2017-08,Technology,Central,3447.044,3270.0618999999997,176.98210000000003
2017-08,Technology,East,824.95,577.465,247.485
2017-08,Technology,South,351.952,312.95669999999996,38.9953
2017-08,Technology,West,1641.164,1441.5809000000002,199.5831
2017-09,Furniture,Central,3079.563,3814.4245,-734.8615
2017-09,Furniture,East,2175.521,2058.2516,117.26940000000003
2017-09,Furniture,South,145.824,129.471,16.353
2017-09,Furniture,West,7502.074,7002.0023,500.07169999999996
2017-09,Office Supplies,Central,3748.88,4089.3961,-340.5161000000001
2017-09,Office Supplies,East,1994.923,1278.5319,716.3910999999999
2017-09,Office Supplies,South,3586.0280000000002,2571.9898000000003,1014.0382
2017-09,Office Supplies,West,4526.845,3198.9629,1327.8821
2017-09,Technology,Central,4359.062,2938.0222,1421.0398
2017-09,Technology,East,3682.882,3861.5288,-178.64679999999998
2017-09,Technology,South,247.94400000000002,235.2057,12.7383
2017-09,Technology,West,1801.368,1466.3198,335.0482
2017-10,Furniture,Central,1624.855,2140.0606,-515.2056
2017-10,Furniture,East,3700.01,3600.6936,99.31640000000002
2017-10,Furniture,South,2520.264,3546.8793,-1026.6153
2017-10,Furniture,West,2030.318,2445.2631,-414.9451
2017-10,Office Supplies,Central,2558.02,1646.3047,911.7153000000001
2017-10,Office Supplies,East,827.898,616.0863,211.8117
2017-10,Office Supplies,South,784.65,775.1533000000001,9.496699999999983
2017-10,Office Supplies,West,3041.71,2397.6381,644.0719
2017-10,Technology,Central,1201.408,1046.5111,154.8969
2017-10,Technology,East,7956.5,5585.943700000001,2370.5563
2017-10,Technology,South,222.384,205.7052,16.6788
2017-10,Technology,West,3366.0660000000003,2757.1164,608.9496
2017-11,Furniture,Central,395.368,860.3892,-465.02119999999996
2017-11,Furniture,East,1676.132,1689.2842,-13.152200000000036
2017-11,Furniture,South,1632.868,1510.3285999999998,122.53940000000003
2017-11,Furniture,West,9883.28,9330.466699999999,552.8132999999999
2017-11,Office Supplies,Central,1915.656,1711.0557000000001,204.6003
2017-11,Office Supplies,East,5186.319,3933.6403,1252.6787
2017-11,Office Supplies,South,2391.752,2198.0766999999996,193.6753
2017-11,Office Supplies,West,2963.692,2166.8268000000003,796.8652
2017-11,Technology,Central,640.728,565.038,75.69
2017-11,Technology,East,3476.1020000000003,3170.7638,305.3382
2017-11,Technology,South,13862.258,16673.8691,-2811.6111
2017-11,Technology,West,3323.63,2855.2973,468.3327
2017-12,Furniture,Central,2280.154,2134.6628,145.49120000000002
2017-12,Furniture,East,3284.826,2944.4751,340.35089999999997
2017-12,Furniture,South,1604.863,1832.9902000000002,-228.12719999999996
2017-12,Furniture,West,9734.726,9593.2635,141.46249999999998
2017-12,Office Supplies,Central,4313.646,7388.712600000001,-3075.0666
2017-12,Office Supplies,East,4234.164,3703.5276,530.6364
2017-12,Office Supplies,South,920.636,745.0881,175.5479
2017-12,Office Supplies,West,4255.012,3173.608,1081.404
2017-12,Technology,Central,3873.1820000000002,2756.8378,1116.3442
2017-12,Technology,East,2324.436,1918.5522,405.88379999999995
2017-12,Technology,South,3007.9300000000003,2329.378,678.552
2017-12,Technology,West,3683.5499999999997,2986.9787,696.5713000000001
